MeanReturn, Timesteps, Time, Iteration, StdReturn, MaxReturn, MinReturn, EpLenMean, EpLenStd, Entropy, KL
22.24778761061947, 2514, 24/06/2019 22:45:29, 1, 10.789646769297788, 74.0, 10.0, 22.24778761061947, 10.789646769297788, 0.692527711391449, 0.6451877951622009
44.964285714285715, 5032, 24/06/2019 22:45:30, 2, 19.905100105351934, 124.0, 18.0, 44.964285714285715, 19.905100105351934, 0.5616243481636047, 0.12840726971626282
70.36111111111111, 7565, 24/06/2019 22:45:31, 3, 21.394642083394228, 136.0, 42.0, 70.36111111111111, 21.394642083394228, 0.4634157717227936, 0.053618982434272766
83.6774193548387, 10159, 24/06/2019 22:45:33, 4, 28.450735119222166, 143.0, 31.0, 83.6774193548387, 28.450735119222166, 0.416779100894928, 0.05359864979982376
105.75, 12697, 24/06/2019 22:45:34, 5, 40.23187997927349, 210.0, 47.0, 105.75, 40.23187997927349, 0.3879351317882538, 0.1610473394393921
193.46153846153845, 15212, 24/06/2019 22:45:35, 6, 44.17206807059339, 271.0, 131.0, 193.46153846153845, 44.17206807059339, 0.3670985698699951, 0.02475115843117237
285.1111111111111, 17778, 24/06/2019 22:45:37, 7, 71.42431027854195, 379.0, 168.0, 285.1111111111111, 71.42431027854195, 0.33894193172454834, 0.03999096900224686
329.75, 20416, 24/06/2019 22:45:38, 8, 132.69584582796855, 500.0, 171.0, 329.75, 132.69584582796855, 0.3109203279018402, 0.07065944373607635
500.0, 23416, 24/06/2019 22:45:40, 9, 0.0, 500.0, 500.0, 500.0, 0.0, 0.27801528573036194, 0.017459258437156677
481.6666666666667, 26306, 24/06/2019 22:45:41, 10, 18.979521127315678, 500.0, 455.0, 481.6666666666667, 18.979521127315678, 0.2950367033481598, 0.21818721294403076
500.0, 29306, 24/06/2019 22:45:43, 11, 0.0, 500.0, 500.0, 500.0, 0.0, 0.2698307931423187, 0.017153378576040268
500.0, 32306, 24/06/2019 22:45:44, 12, 0.0, 500.0, 500.0, 500.0, 0.0, 0.2498602420091629, 0.0035725960042327642
491.1666666666667, 35253, 24/06/2019 22:45:46, 13, 17.610760599386072, 500.0, 452.0, 491.1666666666667, 17.610760599386072, 0.2314419448375702, 0.022605331614613533
496.0, 38229, 24/06/2019 22:45:48, 14, 8.94427190999916, 500.0, 476.0, 496.0, 8.94427190999916, 0.23775140941143036, 0.00943850353360176
389.57142857142856, 40956, 24/06/2019 22:45:49, 15, 82.14770172049357, 500.0, 269.0, 389.57142857142856, 82.14770172049357, 0.18177950382232666, 0.003267279826104641
318.375, 43503, 24/06/2019 22:45:51, 16, 75.33581070779022, 427.0, 199.0, 318.375, 75.33581070779022, 0.18474693596363068, 0.019195234403014183
317.5, 46043, 24/06/2019 22:45:52, 17, 50.93132631298737, 394.0, 234.0, 317.5, 50.93132631298737, 0.1715202033519745, 0.0011228701332584023
384.0, 48731, 24/06/2019 22:45:54, 18, 85.1184049259786, 500.0, 298.0, 384.0, 85.1184049259786, 0.18355025351047516, 0.0005063892458565533
431.3333333333333, 51319, 24/06/2019 22:45:55, 19, 62.59836703585451, 500.0, 356.0, 431.3333333333333, 62.59836703585451, 0.18801744282245636, 0.0063315792940557
421.14285714285717, 54267, 24/06/2019 22:45:57, 20, 79.18951693145208, 500.0, 299.0, 421.14285714285717, 79.18951693145208, 0.13987672328948975, 0.007700563408434391
497.3333333333333, 57251, 24/06/2019 22:45:58, 21, 5.962847939999438, 500.0, 484.0, 497.3333333333333, 5.962847939999438, 0.12451513856649399, 0.004540502093732357
500.0, 60251, 24/06/2019 22:46:00, 22, 0.0, 500.0, 500.0, 500.0, 0.0, 0.14475961029529572, 0.001520862802863121
500.0, 63251, 24/06/2019 22:46:01, 23, 0.0, 500.0, 500.0, 500.0, 0.0, 0.11817828565835953, 0.006096444092690945
500.0, 66251, 24/06/2019 22:46:03, 24, 0.0, 500.0, 500.0, 500.0, 0.0, 0.14204904437065125, 0.03380580618977547
500.0, 69251, 24/06/2019 22:46:05, 25, 0.0, 500.0, 500.0, 500.0, 0.0, 0.16365617513656616, 0.14221595227718353
