MeanReturn, Timesteps, Time, Iteration, StdReturn, MaxReturn, MinReturn, EpLenMean, EpLenStd, Entropy, KL
-470.57133856885133, 40108, 26/06/2019 11:16:09, 1, 146.6536941159318, -82.26262682954382, -823.5182115801254, 89.72706935123043, 18.7992278424923, 2.7104759216308594, 11.507014274597168
-697.5803922638612, 80176, 26/06/2019 11:16:33, 2, 217.3900318274281, -330.5921637150393, -1370.0244603535834, 74.2, 14.724406546552162, 2.713223934173584, 1.8058044910430908
-599.6568959015186, 120183, 26/06/2019 11:16:55, 3, 147.64776665670266, -312.170147535774, -1073.547175495386, 70.93439716312056, 15.128560930976267, 2.6747891902923584, 5.526652812957764
-489.52037932287817, 160210, 26/06/2019 11:17:17, 4, 111.57326976317852, -253.56575873965403, -700.3275668847689, 68.30546075085324, 9.851657621614278, 2.667961597442627, 6.834938049316406
-237.31423679492963, 200279, 26/06/2019 11:17:41, 5, 59.77333223933329, -71.00377137905127, -556.2155709964139, 73.25228519195612, 12.442275096859964, 2.647420644760132, 7.3062872886657715
-113.4119380697809, 240284, 26/06/2019 11:18:02, 6, 19.446714798483786, -49.43137791022478, -198.79433599617164, 73.00182481751825, 13.544667802021625, 2.623609781265259, 4.525388240814209
-122.93057767766526, 280322, 26/06/2019 11:18:23, 7, 25.611112939808326, -57.12366058445219, -231.94333932052524, 72.92896174863388, 21.103881733955852, 2.618407726287842, 0.3531048595905304
-120.6544030697557, 320385, 26/06/2019 11:18:42, 8, 25.344593726785927, -61.24546741058181, -198.37600175756108, 72.70961887477314, 13.172149234757745, 2.5793843269348145, 0.5295985341072083
-115.99767507362053, 360434, 26/06/2019 11:19:01, 9, 39.25304408654333, -15.62560625906093, -361.98448516763466, 73.61948529411765, 13.448856928239453, 2.5788626670837402, 0.5552096366882324
-92.79228086253154, 400473, 26/06/2019 11:19:21, 10, 49.10554416006246, 14.45491638874715, -407.074916569419, 76.99807692307692, 14.436398847579355, 2.5651063919067383, 1.628913164138794
-55.648694416172894, 440478, 26/06/2019 11:19:46, 11, 50.11296060569059, 52.51837014788066, -167.17767527249285, 88.9, 48.27316945145501, 2.57234263420105, 0.7544291615486145
-39.242974876786306, 480515, 26/06/2019 11:20:47, 12, 52.16019993083093, 82.10780658982921, -422.8462628557878, 244.1280487804878, 317.36203369775995, 2.5834832191467285, 0.4763363301753998
-61.9764869635483, 520865, 26/06/2019 11:22:09, 13, 25.839399075765282, -4.635209645951562, -113.37181372674792, 938.3720930232558, 225.0471809194803, 2.5778257846832275, 0.364287793636322
-71.60930612807032, 561865, 26/06/2019 11:23:33, 14, 21.358538205366237, -30.489663581279498, -118.522621745669, 1000.0, 0.0, 2.5942866802215576, 0.14713998138904572
-82.91888005186232, 602865, 26/06/2019 11:24:48, 15, 22.51396895603573, -37.20444878554955, -126.68807119028466, 1000.0, 0.0, 2.5987472534179688, 1.3618849515914917
-72.74934000255585, 643865, 26/06/2019 11:26:05, 16, 18.61626856309731, -36.28317532193079, -118.61322562233053, 1000.0, 0.0, 2.5845632553100586, 0.21611961722373962
-60.862067335373276, 684865, 26/06/2019 11:27:19, 17, 25.11696646102045, -16.08459552564003, -109.30790516799772, 1000.0, 0.0, 2.5805416107177734, 0.2432754784822464
-49.99762146020666, 725065, 26/06/2019 11:28:36, 18, 23.063965113710033, -7.913638458969009, -101.20308357886836, 980.4878048780488, 123.40595746998554, 2.5836994647979736, 0.07720731198787689
-37.3585940373317, 765541, 26/06/2019 11:30:00, 19, 22.470914924095695, 11.587720408861621, -79.97003402884842, 963.7142857142857, 162.85595237660118, 2.577256202697754, 0.6158477067947388
-39.08764090285094, 806264, 26/06/2019 11:31:18, 20, 35.07742132495153, 8.040002317640639, -230.31648415518006, 848.3958333333334, 297.07355567710647, 2.5748536586761475, 0.42365580797195435
-38.74316472596055, 846885, 26/06/2019 11:32:39, 21, 43.68376126792018, 14.074299702054077, -232.27320855183925, 846.2708333333334, 303.09292714057, 2.582660436630249, 0.9274241924285889
-73.22464389572082, 887772, 26/06/2019 11:33:55, 22, 71.9928151872992, 45.154786440539475, -266.97103828263505, 575.8732394366198, 391.61586271722905, 2.5821127891540527, 2.093657970428467
-137.97116256671373, 927808, 26/06/2019 11:34:49, 23, 63.305474419850114, 47.58112957825946, -242.88305609592405, 247.1358024691358, 276.9546583689418, 2.5778706073760986, 1.753097653388977
-171.8552186431665, 967826, 26/06/2019 11:35:28, 24, 46.044544840091056, 12.021977793498793, -253.945268008391, 148.21481481481482, 139.94096031224686, 2.5752182006835938, 6.444795608520508
-204.32819892407446, 1007870, 26/06/2019 11:35:55, 25, 40.766184608358174, -33.65406454727599, -287.9065814652081, 114.41142857142857, 24.19685660138017, 2.5712497234344482, 2.114975929260254
-208.08171650567712, 1047932, 26/06/2019 11:36:21, 26, 41.40413651310824, -42.42655791495509, -282.5010981502068, 108.86413043478261, 14.029201544741838, 2.5630853176116943, 3.5522384643554688
-207.14001710695817, 1088003, 26/06/2019 11:36:46, 27, 40.49742414957478, -35.649404420967855, -280.43638856765796, 106.28912466843501, 14.902110776659876, 2.5738182067871094, 4.4990339279174805
-198.8750854687285, 1128048, 26/06/2019 11:37:11, 28, 51.22138788592665, -59.1258161704516, -554.977261512707, 100.1125, 13.384126559099775, 2.5783185958862305, 6.541437149047852
-184.1046961352511, 1168077, 26/06/2019 11:37:36, 29, 71.83407697956652, -32.525752094682346, -559.8214937289642, 92.02068965517242, 14.29305866360162, 2.5784292221069336, 2.7704415321350098
