MeanReturn, Timesteps, Time, Iteration, StdReturn, MaxReturn, MinReturn, EpLenMean, EpLenStd, Entropy, KL
20.724489795918366, 2031, 09/06/2019 23:37:08, 1, 11.2583579948273, 72.0, 9.0, 20.724489795918366, 11.2583579948273, 0.736091673374176, 0.0449129194021225
28.73611111111111, 4100, 09/06/2019 23:37:11, 2, 16.682486704754808, 107.0, 8.0, 28.73611111111111, 16.682486704754808, 0.7100651860237122, 0.031177695840597153
42.680851063829785, 6106, 09/06/2019 23:37:12, 3, 23.510166549613892, 136.0, 14.0, 42.680851063829785, 23.510166549613892, 0.6628634929656982, 0.013617070391774178
51.666666666666664, 8121, 09/06/2019 23:37:15, 4, 29.256893409345636, 141.0, 15.0, 51.666666666666664, 29.256893409345636, 0.6258385181427002, 0.007698074448853731
68.06666666666666, 10163, 09/06/2019 23:37:17, 5, 27.322680851060145, 123.0, 22.0, 68.06666666666666, 27.322680851060145, 0.6044862866401672, 0.002141170436516404
64.83870967741936, 12173, 09/06/2019 23:37:19, 6, 19.61088699313849, 113.0, 28.0, 64.83870967741936, 19.61088699313849, 0.5731895565986633, 0.0025889885146170855
81.96, 14222, 09/06/2019 23:37:21, 7, 30.86419284543174, 138.0, 33.0, 81.96, 30.86419284543174, 0.5875781178474426, 0.010356052778661251
74.39285714285714, 16305, 09/06/2019 23:37:23, 8, 23.41906928386457, 118.0, 27.0, 74.39285714285714, 23.41906928386457, 0.5571356415748596, 0.006859553046524525
95.95238095238095, 18320, 09/06/2019 23:37:25, 9, 36.87879270629562, 181.0, 41.0, 95.95238095238095, 36.87879270629562, 0.5504443645477295, 0.0069716149009764194
123.3529411764706, 20417, 09/06/2019 23:37:28, 10, 32.41630159343505, 192.0, 53.0, 123.3529411764706, 32.41630159343505, 0.5392170548439026, -0.0021409504115581512
138.06666666666666, 22488, 09/06/2019 23:37:30, 11, 24.86353867725903, 189.0, 105.0, 138.06666666666666, 24.86353867725903, 0.536104142665863, 0.002265348332002759
199.27272727272728, 24680, 09/06/2019 23:37:32, 12, 57.33012996368395, 297.0, 102.0, 199.27272727272728, 57.33012996368395, 0.5309678912162781, 0.00018051880761049688
159.84615384615384, 26758, 09/06/2019 23:37:34, 13, 40.14559302156657, 251.0, 92.0, 159.84615384615384, 40.14559302156657, 0.5273509621620178, 0.010044565424323082
194.9090909090909, 28902, 09/06/2019 23:37:36, 14, 64.72522979411372, 286.0, 109.0, 194.9090909090909, 64.72522979411372, 0.523690938949585, 0.008021700195968151
174.46153846153845, 31170, 09/06/2019 23:37:39, 15, 57.903919602436616, 294.0, 68.0, 174.46153846153845, 57.903919602436616, 0.532049298286438, 0.03825676441192627
131.5, 33274, 09/06/2019 23:37:40, 16, 26.70205984563738, 182.0, 91.0, 131.5, 26.70205984563738, 0.48700347542762756, -0.0007241860730573535
138.13333333333333, 35346, 09/06/2019 23:37:42, 17, 51.14015599854537, 295.0, 79.0, 138.13333333333333, 51.14015599854537, 0.4758932590484619, 0.005878445692360401
140.66666666666666, 37456, 09/06/2019 23:37:44, 18, 40.30991055421593, 265.0, 93.0, 140.66666666666666, 40.30991055421593, 0.481929212808609, 0.013015186414122581
173.07692307692307, 39706, 09/06/2019 23:37:46, 19, 59.48039307001353, 281.0, 116.0, 173.07692307692307, 59.48039307001353, 0.49833840131759644, 0.013205901719629765
206.8, 41774, 09/06/2019 23:37:48, 20, 46.79273447876284, 332.0, 163.0, 206.8, 46.79273447876284, 0.46520861983299255, 0.007839030586183071
260.625, 43859, 09/06/2019 23:37:49, 21, 47.19093530541644, 370.0, 205.0, 260.625, 47.19093530541644, 0.46237391233444214, 0.00050497823394835
236.22222222222223, 45985, 09/06/2019 23:37:51, 22, 70.54829358953384, 369.0, 174.0, 236.22222222222223, 70.54829358953384, 0.5040013194084167, 0.010672343894839287
237.77777777777777, 48125, 09/06/2019 23:37:53, 23, 50.22345131239385, 350.0, 185.0, 237.77777777777777, 50.22345131239385, 0.4946208596229553, 0.023616649210453033
286.14285714285717, 50128, 09/06/2019 23:37:55, 24, 102.00760275787371, 465.0, 198.0, 286.14285714285717, 102.00760275787371, 0.49986815452575684, 0.01776876114308834
307.2857142857143, 52279, 09/06/2019 23:37:57, 25, 48.73753111079294, 383.0, 244.0, 307.2857142857143, 48.73753111079294, 0.485853910446167, 0.0205689687281847
370.0, 54499, 09/06/2019 23:37:59, 26, 47.23346271447817, 462.0, 306.0, 370.0, 47.23346271447817, 0.519695520401001, 0.041986845433712006
487.4, 56936, 09/06/2019 23:38:01, 27, 21.42521878534733, 500.0, 445.0, 487.4, 21.42521878534733, 0.5312899351119995, 0.03940841928124428
457.6, 59224, 09/06/2019 23:38:03, 28, 84.8, 500.0, 288.0, 457.6, 84.8, 0.46977680921554565, 0.006995962001383305
413.8333333333333, 61707, 09/06/2019 23:38:05, 29, 103.44630920863678, 500.0, 221.0, 413.8333333333333, 103.44630920863678, 0.4761909246444702, 0.00047820020699873567
403.8, 63726, 09/06/2019 23:38:07, 30, 138.60072149884357, 500.0, 139.0, 403.8, 138.60072149884357, 0.4764588475227356, 4.808360245078802e-05
