MeanReturn, Timesteps, Time, Iteration, StdReturn, MaxReturn, MinReturn, EpLenMean, EpLenStd, NEpisodes
-210.37200144787295, 2000, 03/07/2019 13:18:43, 0, 167.7327136681903, -29.886272163647845, -666.7300243602388, 124.57142857142857, 66.95170357985597, 15
-189.68945597077078, 3000, 03/07/2019 13:18:49, 1, 149.75489397135325, -29.886272163647845, -666.7300243602388, 125.42857142857143, 57.86978110055239, 22
-185.54423757100395, 4000, 03/07/2019 13:18:55, 2, 142.5372880745925, -29.886272163647845, -666.7300243602388, 145.875, 78.9220673090444, 25
-188.44051853326957, 5000, 03/07/2019 13:19:02, 3, 137.32417151405167, -29.886272163647845, -666.7300243602388, 156.3846153846154, 85.27109570841463, 27
-191.0843907598593, 6000, 03/07/2019 13:19:09, 4, 135.4297894494374, -29.886272163647845, -666.7300243602388, 182.33333333333334, 156.5522040489772, 28
-189.57883674902024, 7000, 03/07/2019 13:19:16, 5, 133.21931063308915, -29.886272163647845, -666.7300243602388, 197.71428571428572, 173.2650441093185, 29
-182.3349188528503, 8000, 03/07/2019 13:19:22, 6, 131.914699298809, -29.886272163647845, -666.7300243602388, 237.93333333333334, 230.87975706462925, 31
-179.72152235665263, 9000, 03/07/2019 13:19:30, 7, 128.01200359380653, -29.886272163647845, -666.7300243602388, 268.030303030303, 263.5106213543865, 34
-178.2364105159361, 10000, 03/07/2019 13:19:37, 8, 126.40365387852799, -29.886272163647845, -666.7300243602388, 264.6764705882353, 260.3204722450698, 35
-177.82050130118643, 11000, 03/07/2019 13:19:44, 9, 124.6084029539626, -29.886272163647845, -666.7300243602388, 277.34285714285716, 266.9933057327888, 36
-164.93589616395082, 12000, 03/07/2019 13:19:50, 10, 127.47745679205927, -1.1672618731093032, -666.7300243602388, 297.7105263157895, 281.11169421786565, 39
-164.7771468994741, 13000, 03/07/2019 13:19:59, 11, 125.37624870838748, -1.1672618731093032, -666.7300243602388, 310.4878048780488, 290.1500135086743, 42
-161.73146987602013, 14000, 03/07/2019 13:20:05, 12, 121.67527789110372, -1.1672618731093032, -666.7300243602388, 304.75, 281.2748675874964, 45
-153.94982169752018, 15000, 03/07/2019 13:20:11, 13, 120.80860257516828, -1.1672618731093032, -666.7300243602388, 302.0416666666667, 270.65714461391104, 49
-145.26690636510602, 16000, 03/07/2019 13:20:17, 14, 118.29475675137829, -1.1672618731093032, -666.7300243602388, 297.1698113207547, 258.1435709824807, 54
-143.3197174202361, 17000, 03/07/2019 13:20:24, 15, 118.04854802850402, -1.1672618731093032, -666.7300243602388, 295.9259259259259, 255.90245912672594, 55
-141.93633017046568, 18000, 03/07/2019 13:20:30, 16, 116.22280798340493, -1.1672618731093032, -666.7300243602388, 310.5357142857143, 268.362359259541, 57
-139.12424179557092, 19000, 03/07/2019 13:20:38, 17, 115.2444476194061, -1.1672618731093032, -666.7300243602388, 312.0689655172414, 264.2375408649916, 59
-138.8433261870491, 20000, 03/07/2019 13:20:45, 18, 114.28365240982384, -1.1672618731093032, -666.7300243602388, 308.22033898305085, 263.62313032160716, 60
-138.1471666819559, 21000, 03/07/2019 13:20:52, 19, 112.48553986112054, -1.1672618731093032, -666.7300243602388, 330.9016393442623, 287.0445618525386, 62
-136.35826714230626, 22000, 03/07/2019 13:20:59, 20, 112.0776943963691, 0.016663498615203665, -666.7300243602388, 338.42857142857144, 295.68804423096617, 64
-134.66350816308437, 23000, 03/07/2019 13:21:06, 21, 112.00931506063105, 0.016663498615203665, -666.7300243602388, 339.921875, 293.60822667541925, 65
-132.10876634258514, 24000, 03/07/2019 13:21:13, 22, 111.45896534197223, 0.016663498615203665, -666.7300243602388, 351.6969696969697, 300.43982757087525, 67
-131.35542394851294, 25000, 03/07/2019 13:21:20, 23, 110.79322259146203, 0.016663498615203665, -666.7300243602388, 354.1940298507463, 298.87856261069965, 68
-129.4751525830679, 26000, 03/07/2019 13:21:27, 24, 109.7619150368142, 0.016663498615203665, -666.7300243602388, 364.3623188405797, 304.5083455230311, 70
-129.61807170477718, 27000, 03/07/2019 13:21:35, 25, 108.98154748552685, 0.016663498615203665, -666.7300243602388, 359.9428571428571, 304.5461675399402, 71
-128.4564398498632, 28000, 03/07/2019 13:21:42, 26, 107.46911633937191, 0.016663498615203665, -666.7300243602388, 376.52054794520546, 316.15329685459324, 74
-128.091577676935, 29000, 03/07/2019 13:21:49, 27, 106.78601605300348, 0.016663498615203665, -666.7300243602388, 373.05405405405406, 315.40355496342244, 75
-127.29088525449205, 30000, 03/07/2019 13:21:56, 28, 106.29511685135155, 0.016663498615203665, -666.7300243602388, 381.41333333333336, 321.4404286264495, 76
-126.52867783745911, 31000, 03/07/2019 13:22:02, 29, 106.22931402150827, 0.016663498615203665, -666.7300243602388, 394.20512820512823, 329.06173370522157, 79
