Time, Iteration, MeanReturn, StdReturn, MaxReturn, MinReturn, PolicyEntopy, KL, EpLenMean, EpLenStd, Timesteps
02/06/2019 18:45:58, 1, -20.303320074191014, 7.9591522658162335, -1.7379568037911666, -62.66988817730597, 10.339262008666992, 1.1115375757217407, 16.693548387096776, 4.4840680248949845, 30015
02/06/2019 18:46:46, 2, -14.114686307444316, 6.974900800224159, 0.0042925771049338035, -65.6935362582357, 9.50672435760498, 0.25662845373153687, 18.469538461538463, 4.406620344879432, 60028
02/06/2019 18:48:04, 3, -12.594397715275804, 6.552905440172892, 4.779196124750885, -60.35934593496786, 9.335594177246094, 0.14415191113948822, 20.869262865090402, 5.822563027368209, 90038
02/06/2019 18:49:24, 4, -11.484315736230215, 6.147329601683534, 6.173043989407596, -58.91669071483629, 9.180122375488281, 0.06388911604881287, 21.148696264975335, 6.598397369225798, 120048
02/06/2019 18:50:43, 5, -10.305919386480141, 5.61231156921246, 11.318046970428254, -55.05291186861577, 9.11039924621582, 0.04154694452881813, 19.98335552596538, 6.777153987518558, 150063
02/06/2019 18:52:02, 6, -9.154108959333891, 5.208289921543586, 13.684769117277753, -40.39241189349704, 9.065789222717285, 0.08960190415382385, 19.48181818181818, 6.569433889558507, 180065
02/06/2019 18:53:20, 7, -7.526324428958759, 5.372601898734161, 13.916936028088092, -42.29369444397162, 9.043417930603027, 0.09851009398698807, 19.714379514116875, 6.044198940553502, 210090
02/06/2019 18:54:38, 8, -7.541637635287903, 6.411588204910372, 16.832750153931553, -52.048451723458136, 8.848516464233398, 0.022494971752166748, 22.767071320182094, 8.207822746946524, 240097
02/06/2019 18:55:57, 9, -7.6302788114077575, 6.602784267048765, 15.673779382070643, -39.83094987959776, 8.82616901397705, 0.0449812151491642, 25.408128704487723, 9.985310208148393, 270104
02/06/2019 18:57:14, 10, -6.986208061898366, 6.230457011385063, 18.532898582046617, -37.833164521795695, 8.746926307678223, 0.05729999765753746, 26.26509186351706, 8.975161465359209, 300125
02/06/2019 18:58:31, 11, -5.753800171414302, 5.933316211722074, 17.172557276148286, -28.534707747587525, 8.783454895019531, 0.06807485967874527, 26.697508896797153, 10.151746909998, 330133
02/06/2019 18:59:49, 12, -3.8946240248021295, 5.946853278150707, 18.09509968067723, -27.46688513895788, 8.552909851074219, 0.022333789616823196, 25.509770603228546, 9.448610621839913, 360158
02/06/2019 19:01:06, 13, -2.563575542280627, 5.950778266156915, 19.326466140347474, -47.50191594276113, 8.516378402709961, 0.042299460619688034, 25.41151566469094, 9.469949056286985, 390169
02/06/2019 19:02:23, 14, -1.544288685619883, 6.566214394516811, 23.488367863825985, -21.11064969614235, 8.5740327835083, 0.04906654730439186, 28.726315789473684, 11.273703420745877, 420188
02/06/2019 19:03:39, 15, -0.45248687402322324, 7.486993827658947, 27.791142224718353, -36.02923295301735, 8.447025299072266, 0.02864934131503105, 32.025613660618994, 12.925506344868383, 450196
02/06/2019 19:04:56, 16, 0.38380249830103297, 7.550483144111518, 29.584815971500937, -21.70915233993292, 8.443352699279785, 0.03222572058439255, 33.83540022547914, 14.246183390194632, 480208
02/06/2019 19:06:11, 17, 2.1249105815170344, 8.749242770472936, 31.37441400267125, -28.614172588473597, 8.373710632324219, 0.05632837116718292, 37.90530303030303, 17.240057071757782, 510229
02/06/2019 19:07:27, 18, 3.7476944113341824, 9.517248513806964, 34.72526164653681, -22.448490472123375, 8.287428855895996, 0.03009304776787758, 39.89760638297872, 17.931649026896245, 540232
02/06/2019 19:08:43, 19, 5.248950547234628, 10.438763102940086, 34.96899213300201, -30.733182544555163, 8.191181182861328, 0.03826072812080383, 42.63404255319149, 18.514383252051985, 570289
02/06/2019 19:09:59, 20, 7.336563173330378, 11.049350139665979, 48.347999150265245, -22.301670004239714, 8.203855514526367, 0.06269396096467972, 44.8729446935725, 20.812214717884036, 600309
02/06/2019 19:11:15, 21, 9.220520656159998, 10.603694953700929, 41.28525298036548, -14.269698389628319, 8.161165237426758, 0.04154647886753082, 45.40090771558245, 21.628997997952126, 630319
02/06/2019 19:12:32, 22, 9.309467360274466, 9.695711606914708, 44.449709609821724, -19.078477816912336, 8.131132125854492, 0.07031375169754028, 39.73844121532365, 19.661474891985655, 660401
02/06/2019 19:13:48, 23, 10.75583014776353, 9.26162338047757, 43.76988848423497, -13.518467741172937, 7.87854528427124, 0.06046818941831589, 39.6327608982827, 17.67607804853693, 690403
02/06/2019 19:15:04, 24, 11.821192820076465, 10.012709169539662, 46.59500226681705, -18.004462140823307, 7.9199018478393555, 0.012130172923207283, 46.60248447204969, 18.983330216943898, 720415
02/06/2019 19:16:20, 25, 13.128766363353963, 10.45884465197447, 45.801473516468825, -16.635425398395455, 7.890476226806641, 0.06608860939741135, 50.911864406779664, 20.543357083320167, 750453
02/06/2019 19:17:36, 26, 14.334857497597785, 9.041911690183206, 40.13880164511648, -19.673959470671253, 7.834646701812744, 0.09864532202482224, 44.25516224188791, 17.298901738979197, 780458
02/06/2019 19:18:52, 27, 12.689930165511985, 8.175455599273628, 41.6816719423543, -10.324073897954076, 7.765383720397949, 0.05503988265991211, 36.806372549019606, 13.226690876688762, 810492
02/06/2019 19:20:08, 28, 16.313381394437204, 8.74223955632394, 39.93728062003355, -22.68757369029045, 7.749634742736816, 0.06264591962099075, 43.05595408895265, 14.499533351741539, 840502
02/06/2019 19:21:24, 29, 21.54274817945451, 10.295356371760121, 52.79235930815484, -13.041248054621976, 7.573282718658447, 0.034851230680942535, 53.16814159292036, 18.200895949388933, 870542
