MeanReturn, Timesteps, Time, Iteration, StdReturn, MaxReturn, MinReturn, EpLenMean, EpLenStd, NEpisodes
23.862745098039216, 1500, 11/06/2019 13:52:02, 0, 12.812401479821142, 92.0, 11.0, 23.862745098039216, 12.812401479821142, 61
24.38095238095238, 2000, 11/06/2019 13:52:12, 1, 11.91428190780648, 92.0, 11.0, 24.38095238095238, 11.91428190780648, 73
26.944444444444443, 2500, 11/06/2019 13:52:20, 2, 15.454133651343263, 93.0, 11.0, 26.944444444444443, 15.454133651343263, 82
27.92207792207792, 3000, 11/06/2019 13:52:33, 3, 15.587012770598838, 93.0, 11.0, 27.92207792207792, 15.587012770598838, 87
29.329268292682926, 3500, 11/06/2019 13:52:43, 4, 17.061620657622314, 93.0, 11.0, 29.329268292682926, 17.061620657622314, 92
31.488095238095237, 4000, 11/06/2019 13:52:51, 5, 21.939578308889214, 136.0, 11.0, 31.488095238095237, 21.939578308889214, 94
32.23529411764706, 4500, 11/06/2019 13:53:00, 6, 22.86000723525362, 136.0, 11.0, 32.23529411764706, 22.86000723525362, 95
33.51724137931034, 5000, 11/06/2019 13:53:08, 7, 24.092189829503184, 136.0, 11.0, 33.51724137931034, 24.092189829503184, 97
34.48863636363637, 5500, 11/06/2019 13:53:16, 8, 25.61116336775014, 136.0, 11.0, 34.48863636363637, 25.61116336775014, 98
35.82222222222222, 6000, 11/06/2019 13:53:24, 9, 26.833883132163656, 136.0, 11.0, 35.82222222222222, 26.833883132163656, 100
36.9010989010989, 6500, 11/06/2019 13:53:32, 10, 28.58150287309476, 136.0, 11.0, 36.9010989010989, 28.58150287309476, 101
41.755319148936174, 7000, 11/06/2019 13:53:40, 11, 40.530966929217136, 262.0, 11.0, 41.755319148936174, 40.530966929217136, 104
47.083333333333336, 7500, 11/06/2019 13:53:48, 12, 58.3282140610833, 446.0, 11.0, 47.083333333333336, 58.3282140610833, 106
55.93939393939394, 8000, 11/06/2019 13:53:56, 13, 77.18373961035284, 446.0, 11.0, 55.93939393939394, 77.18373961035284, 109
61.603960396039604, 8500, 11/06/2019 13:54:04, 14, 86.21342148251166, 446.0, 11.0, 61.603960396039604, 86.21342148251166, 111
66.05825242718447, 9000, 11/06/2019 13:54:13, 15, 91.36195223063369, 446.0, 11.0, 66.05825242718447, 91.36195223063369, 113
69.31132075471699, 9500, 11/06/2019 13:54:22, 16, 92.15658978961751, 446.0, 11.0, 69.31132075471699, 92.15658978961751, 116
73.22018348623853, 10000, 11/06/2019 13:54:30, 17, 93.84423535869466, 446.0, 11.0, 73.22018348623853, 93.84423535869466, 119
74.00909090909092, 10500, 11/06/2019 13:54:39, 18, 93.7790920150838, 446.0, 11.0, 74.00909090909092, 93.7790920150838, 120
77.00892857142857, 11000, 11/06/2019 13:54:47, 19, 95.5645346214979, 446.0, 11.0, 77.00892857142857, 95.5645346214979, 122
79.37719298245614, 11500, 11/06/2019 13:54:55, 20, 96.46528239688165, 446.0, 11.0, 79.37719298245614, 96.46528239688165, 124
81.6896551724138, 12000, 11/06/2019 13:55:04, 21, 97.2186846835794, 446.0, 11.0, 81.6896551724138, 97.2186846835794, 126
83.83193277310924, 12500, 11/06/2019 13:55:13, 22, 96.95813177053513, 446.0, 11.0, 83.83193277310924, 96.95813177053513, 129
87.3801652892562, 13000, 11/06/2019 13:55:21, 23, 100.67780670837563, 446.0, 11.0, 87.3801652892562, 100.67780670837563, 131
90.5609756097561, 13500, 11/06/2019 13:55:29, 24, 103.24004283501941, 446.0, 11.0, 90.5609756097561, 103.24004283501941, 133
94.12698412698413, 14000, 11/06/2019 13:55:37, 25, 104.83448664116789, 446.0, 11.0, 94.12698412698413, 104.83448664116789, 136
95.7578125, 14500, 11/06/2019 13:55:45, 26, 104.94289712846145, 446.0, 11.0, 95.7578125, 104.94289712846145, 138
98.3969465648855, 15000, 11/06/2019 13:55:53, 27, 105.28628216463234, 446.0, 11.0, 98.3969465648855, 105.28628216463234, 141
100.42105263157895, 15500, 11/06/2019 13:56:01, 28, 105.8993145395408, 446.0, 11.0, 100.42105263157895, 105.8993145395408, 143
102.4779411764706, 16000, 11/06/2019 13:56:09, 29, 105.65614086101952, 446.0, 11.0, 102.4779411764706, 105.65614086101952, 146
104.62589928057554, 16500, 11/06/2019 13:56:17, 30, 105.51628967501284, 446.0, 11.0, 104.62589928057554, 105.51628967501284, 149
105.27142857142857, 17000, 11/06/2019 13:56:25, 31, 105.41386753832607, 446.0, 11.0, 105.27142857142857, 105.41386753832607, 150
106.78873239436619, 17500, 11/06/2019 13:56:33, 32, 105.52243143053941, 446.0, 11.0, 106.78873239436619, 105.52243143053941, 152
108.33793103448276, 18000, 11/06/2019 13:56:41, 33, 104.97475694527414, 446.0, 11.0, 108.33793103448276, 104.97475694527414, 155
109.33333333333333, 18500, 11/06/2019 13:56:49, 34, 104.65130525516619, 446.0, 11.0, 109.33333333333333, 104.65130525516619, 157
111.55333333333333, 19000, 11/06/2019 13:56:57, 35, 105.14006763466637, 446.0, 11.0, 111.55333333333333, 105.14006763466637, 160
114.40789473684211, 19500, 11/06/2019 13:57:05, 36, 107.40058777056392, 446.0, 11.0, 114.40789473684211, 107.40058777056392, 162
115.51948051948052, 20000, 11/06/2019 13:57:13, 37, 107.24188104038828, 446.0, 11.0, 115.51948051948052, 107.24188104038828, 164
116.73076923076923, 20500, 11/06/2019 13:57:22, 38, 107.08398011301308, 446.0, 11.0, 116.73076923076923, 107.08398011301308, 166
