Time, Timesteps, BestMeanReturn, MeanReturn, StdReturn, MaxReturn, MinReturn, Exploration, EpLenMean, EpLenStd
01/06/2019 22:20:59, 10000, -inf, -168.24145321917763, 114.82712754777263, 26.178391399935265, -596.6646345704819, 0.804, 102.05154639175258, 24.973541105350503
01/06/2019 22:21:20, 20000, -104.73774608640808, -104.73774608640808, 77.22883926197909, 0.051383587317261004, -596.6646345704819, 0.608, 117.78, 34.727389766580494
01/06/2019 22:21:46, 30000, -72.51524972950024, -72.51524972950024, 53.2288379652111, 67.41647044227946, -256.77674123347356, 0.41200000000000003, 169.78, 144.0641232229593
01/06/2019 22:22:16, 40000, -61.23430629754844, -61.23430629754844, 62.288582651491026, 203.8255858974293, -256.77674123347356, 0.21599999999999997, 255.12, 279.14169448507687
01/06/2019 22:22:48, 50000, -61.03805166994958, -61.03805166994958, 61.04717520190521, 203.8255858974293, -256.77674123347356, 0.02, 343.14, 351.78749323988194
01/06/2019 22:23:20, 60000, -60.90166927297409, -60.90166927297409, 58.913542922263126, 203.8255858974293, -187.6608770809223, 0.02, 421.69, 389.94270591972867
01/06/2019 22:23:52, 70000, -60.90166927297409, -61.496804278357374, 67.02016580712157, 203.8255858974293, -260.13837130591577, 0.02, 517.92, 408.08581646511556
01/06/2019 22:24:23, 80000, -47.563468538244386, -47.563468538244386, 93.85871591865796, 263.76202207326793, -260.13837130591577, 0.02, 593.87, 395.7316680529877
01/06/2019 22:24:52, 90000, -35.95744352800523, -35.95744352800523, 113.32073231967217, 263.76202207326793, -260.13837130591577, 0.02, 654.9, 376.5919144113426
01/06/2019 22:25:18, 100000, -3.208800561290156, -3.208800561290156, 141.61576637383422, 298.79245957990025, -260.13837130591577, 0.02, 708.74, 339.3873780799752
01/06/2019 22:25:47, 110000, 5.71516957239762, 5.71516957239762, 146.17544497867482, 298.79245957990025, -260.13837130591577, 0.02, 679.06, 342.94086429004057
01/06/2019 22:26:31, 120000, 26.501638078008728, 26.501638078008728, 147.57934159820311, 298.79245957990025, -260.13837130591577, 0.02, 676.98, 336.0330930131733
01/06/2019 22:27:06, 130000, 41.07829963244065, 41.07829963244065, 145.8152300237549, 298.79245957990025, -260.13837130591577, 0.02, 687.49, 327.41772997197324
01/06/2019 22:27:38, 140000, 51.37257283844874, 51.37257283844874, 139.32445784387843, 298.79245957990025, -249.9683108727849, 0.02, 686.22, 326.5219006437394
01/06/2019 22:28:06, 150000, 61.68868033124997, 61.68868033124997, 135.68896689969176, 298.79245957990025, -249.9683108727849, 0.02, 703.23, 319.50120046722833
01/06/2019 22:28:33, 160000, 87.50895724381259, 87.50895724381259, 129.35026624310103, 298.79245957990025, -176.51835409903202, 0.02, 717.3, 310.9035380950175
01/06/2019 22:29:00, 170000, 112.58346214195625, 112.58346214195625, 122.35403049488906, 298.79245957990025, -176.51835409903202, 0.02, 728.55, 293.397047531157
01/06/2019 22:29:28, 180000, 130.33894442456918, 130.33894442456918, 116.57256147948779, 297.4892323507254, -178.68396394936445, 0.02, 702.72, 296.23440313373465
01/06/2019 22:29:56, 190000, 162.083710851073, 162.083710851073, 111.16164585645647, 309.6632118882219, -178.68396394936445, 0.02, 607.11, 299.5502260055899
01/06/2019 22:30:23, 200000, 190.3244422066563, 190.3244422066563, 99.43896814599864, 314.35161776124403, -178.68396394936445, 0.02, 539.86, 281.3495697526477
01/06/2019 22:30:50, 210000, 194.04198837127774, 194.04198837127774, 98.85912400097713, 314.35161776124403, -178.68396394936445, 0.02, 529.23, 286.79779828304123
01/06/2019 22:31:20, 220000, 194.04198837127774, 188.19101212637202, 100.13469308176522, 314.35161776124403, -178.68396394936445, 0.02, 537.13, 295.3306843184433
01/06/2019 22:32:08, 230000, 194.04198837127774, 177.70114002169296, 106.35483265842919, 314.35161776124403, -178.68396394936445, 0.02, 554.47, 306.6849019759532
