MeanReturn, Timesteps, Time, Iteration, StdReturn, MaxReturn, MinReturn, EpLenMean, EpLenStd, NEpisodes
840.1356938644273, 2284000, 03/07/2019 20:56:23, 2282, 379.44221331022607, 1256.806227920832, -29.06184821640054, 836.8305830583058, 353.7023384644122, 2728
840.2455258000917, 2285000, 03/07/2019 20:56:30, 2283, 379.41601431676764, 1256.806227920832, -29.06184821640054, 836.8903958944281, 353.65129796583875, 2729
840.366605355756, 2286000, 03/07/2019 20:56:37, 2284, 379.3992019764921, 1256.806227920832, -29.06184821640054, 836.9501648955661, 353.600277407471, 2730
840.4695747564366, 2287000, 03/07/2019 20:56:44, 2285, 379.3678459909682, 1256.806227920832, -29.06184821640054, 837.0098901098901, 353.54927677903254, 2731
840.6031051951685, 2288000, 03/07/2019 20:56:51, 2286, 379.36254542649914, 1256.806227920832, -29.06184821640054, 837.0695715854998, 353.4982960702488, 2732
840.7175008086631, 2289000, 03/07/2019 20:56:58, 2287, 379.3402191196618, 1256.806227920832, -29.06184821640054, 837.1292093704246, 353.4473352708477, 2733
840.8437873037888, 2290000, 03/07/2019 20:57:05, 2288, 379.3282485424287, 1256.806227920832, -29.06184821640054, 837.1888035126235, 353.39639437055916, 2734
840.954583048412, 2291000, 03/07/2019 20:57:12, 2289, 379.3030975421512, 1256.806227920832, -29.06184821640054, 837.2483540599853, 353.3454733591152, 2735
841.0707675569812, 2292000, 03/07/2019 20:57:20, 2290, 379.2824040685011, 1256.806227920832, -29.06184821640054, 837.3078610603291, 353.29457222625024, 2736
841.2037947878098, 2293000, 03/07/2019 20:57:27, 2291, 379.276894405558, 1256.806227920832, -29.06184821640054, 837.3673245614035, 353.24369096170074, 2737
841.3161933825679, 2294000, 03/07/2019 20:57:34, 2292, 379.2531737988824, 1256.806227920832, -29.06184821640054, 837.4267446108878, 353.1928295552055, 2738
841.4457771929782, 2295000, 03/07/2019 20:57:41, 2293, 379.2445086122457, 1256.806227920832, -29.06184821640054, 837.4861212563915, 353.1419879965056, 2739
841.5459165320422, 2296000, 03/07/2019 20:57:48, 2294, 379.2114754559251, 1256.806227920832, -29.06184821640054, 837.5454545454545, 353.0911662753442, 2740
841.6619327564008, 2297000, 03/07/2019 20:57:55, 2295, 379.19088487185866, 1256.806227920832, -29.06184821640054, 837.6047445255474, 353.040364381467, 2741
841.7812251571507, 2298000, 03/07/2019 20:58:02, 2296, 379.1731290938457, 1256.806227920832, -29.06184821640054, 837.6639912440716, 352.9895823046217, 2742
841.8954249841488, 2299000, 03/07/2019 20:58:09, 2297, 379.1511248801326, 1256.806227920832, -29.06184821640054, 837.7231947483589, 352.93882003455866, 2743
842.0061878672352, 2300000, 03/07/2019 20:58:16, 2298, 379.1263738359183, 1256.806227920832, -29.06184821640054, 837.7823550856726, 352.88807756103023, 2744
842.1428731625629, 2301000, 03/07/2019 20:58:23, 2299, 379.1248768306452, 1256.806227920832, -29.06184821640054, 837.841472303207, 352.83735487379136, 2745
842.2700533044465, 2302000, 03/07/2019 20:58:30, 2300, 379.11435363138474, 1256.806227920832, -29.06184821640054, 837.9005464480874, 352.7866519625992, 2746
842.3911506567688, 2303000, 03/07/2019 20:58:37, 2301, 379.0984128466545, 1256.806227920832, -29.06184821640054, 837.9595775673707, 352.73596881721323, 2747
