Time, Timesteps, BestMeanReturn, MeanReturn, StdReturn, MaxReturn, MinReturn, Exploration, EpLenMean, EpLenStd
26/05/2019 12:59:15, 10000, -171.24205682477432, -171.24205682477432, 109.34630450443633, 34.552576455542635, -438.53242918320524, 0.804, 96.86, 20.759104026908286
26/05/2019 12:59:48, 20000, -101.85102799053038, -101.85102799053038, 68.20168976493986, 36.97406779131927, -367.131151890862, 0.608, 121.22, 34.91348736520028
26/05/2019 13:00:24, 30000, -76.72460634430037, -76.72460634430037, 61.81671462737207, 114.08370318549213, -367.131151890862, 0.41200000000000003, 179.5, 166.24069898794338
26/05/2019 13:01:03, 40000, -68.06251191790042, -68.06251191790042, 61.84570699394554, 114.08370318549213, -367.131151890862, 0.21599999999999997, 264.85, 283.96004560501115
26/05/2019 13:02:51, 50000, -63.18103713668041, -63.18103713668041, 55.18464592596616, 114.08370318549213, -241.40566966157203, 0.02, 348.12, 345.86518413971646
26/05/2019 13:03:59, 60000, -63.18103713668041, -63.75974210898939, 53.81959142352779, 114.08370318549213, -241.40566966157203, 0.02, 428.83, 376.5971867924667
26/05/2019 13:04:51, 70000, -63.18103713668041, -64.40723140099568, 54.24019306211031, 114.08370318549213, -233.64993661406479, 0.02, 510.36, 392.6977850714211
26/05/2019 13:05:48, 80000, -63.18103713668041, -64.9230195946194, 54.20770503652238, 114.08370318549213, -233.64993661406479, 0.02, 598.34, 393.6486052306041
26/05/2019 13:07:25, 90000, -61.79142218524752, -61.79142218524752, 61.96406258067285, 234.19012014377313, -233.64993661406479, 0.02, 683.39, 372.82762491532196
26/05/2019 13:09:34, 100000, -56.5582463904557, -56.5582463904557, 71.41407935745487, 234.19012014377313, -233.64993661406479, 0.02, 761.52, 336.42150585240535
26/05/2019 13:10:57, 110000, -47.34489733512215, -47.34489733512215, 85.16643232026028, 246.89303566285906, -233.64993661406479, 0.02, 828.26, 296.87160928589986
26/05/2019 13:11:34, 120000, -30.86290894461172, -30.86290894461172, 109.29980613562154, 306.05290611936437, -233.64993661406479, 0.02, 807.46, 308.8888932933652
26/05/2019 13:13:24, 130000, -12.402098951637209, -12.402098951637209, 120.70561236321576, 306.05290611936437, -200.41230379147055, 0.02, 783.93, 324.28808966719697
26/05/2019 13:15:20, 140000, 2.3527423336436075, 2.3527423336436075, 124.14698695917221, 306.05290611936437, -200.41230379147055, 0.02, 806.9, 310.9781825144651
26/05/2019 13:17:42, 150000, 16.312850343842985, 16.312850343842985, 122.37817705236804, 306.05290611936437, -118.13209617838939, 0.02, 812.51, 309.51747915101663
26/05/2019 13:19:10, 160000, 26.1767219474865, 26.1767219474865, 121.04190879380154, 306.05290611936437, -118.13209617838939, 0.02, 814.4, 305.3961034460001
26/05/2019 13:21:17, 170000, 33.67518037278351, 33.67518037278351, 120.21046197189435, 306.05290611936437, -118.13209617838939, 0.02, 819.32, 306.02045291123926
26/05/2019 13:23:22, 180000, 33.67518037278351, 33.2734233549188, 115.51123155204606, 306.05290611936437, -118.13209617838939, 0.02, 834.68, 297.5653501333784
26/05/2019 13:25:29, 190000, 35.373951896889935, 35.373951896889935, 114.3247125121137, 306.05290611936437, -118.13209617838939, 0.02, 843.43, 289.3188986222642
26/05/2019 13:27:35, 200000, 35.373951896889935, 28.720954576931348, 104.98589600473765, 306.05290611936437, -118.13209617838939, 0.02, 856.57, 286.2091632006215
26/05/2019 13:28:14, 210000, 35.373951896889935, 18.966022162673326, 90.37893142052557, 295.69039581181164, -118.13209617838939, 0.02, 886.06, 265.21405769679706
26/05/2019 13:28:51, 220000, 35.373951896889935, 10.750967023617827, 76.20417186703219, 293.9286604549152, -118.13209617838939, 0.02, 912.58, 236.81753229015794
26/05/2019 13:31:00, 230000, 35.373951896889935, 33.010671030265556, 100.154547166524, 297.9307600008513, -83.79761625317167, 0.02, 877.23, 262.91526600789086
26/05/2019 13:33:24, 240000, 46.091385190270955, 46.091385190270955, 109.5668986446937, 297.9307600008513, -83.79761625317167, 0.02, 850.7, 279.329858769162
26/05/2019 13:34:50, 250000, 66.48197145344935, 66.48197145344935, 119.78443177458497, 297.9307600008513, -83.79761625317167, 0.02, 805.53, 304.1099950675743
26/05/2019 13:35:29, 260000, 138.23193865676055, 138.23193865676055, 129.8036223935208, 297.9307600008513, -47.317832733679616, 0.02, 628.78, 334.4492661077312
26/05/2019 13:36:08, 270000, 195.42062318518015, 195.42062318518015, 111.41568909854954, 320.73022477393397, -42.112632141565925, 0.02, 442.53, 285.44692869253294
26/05/2019 13:36:32, 280000, 231.8080397445253, 231.8080397445253, 88.41944914753633, 320.73022477393397, -8.02321240241102, 0.02, 292.49, 149.21946890402737
26/05/2019 13:37:13, 290000, 246.0441703274764, 246.0441703274764, 80.86324268342105, 320.73022477393397, -8.02321240241102, 0.02, 245.47, 88.15310034252907
26/05/2019 13:37:40, 300000, 246.0441703274764, 243.56129776848388, 78.54820786366865, 315.47037795847973, 23.8925438402606, 0.02, 233.15, 58.17772339994063
26/05/2019 13:38:15, 310000, 257.30525375196146, 257.30525375196146, 64.67243197808962, 316.8667064006596, 23.8925438402606, 0.02, 242.41, 69.00885377978685
26/05/2019 13:39:07, 320000, 262.5619326188247, 262.5619326188247, 55.55873598687382, 316.8667064006596, -0.5338453066215436, 0.02, 250.1, 69.93003646502694
26/05/2019 13:39:56, 330000, 270.400238609522, 270.400238609522, 42.36331392475837, 316.40003344458046, -0.5338453066215436, 0.02, 255.25, 67.14705875911469
